comuna_residencia,region_residencia,semana_epi,Acumulado
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,12,1
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,20,2
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,22,5
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,23,6
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,24,8
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,25,10
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,26,14
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,27,18
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,28,28
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,29,37
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,30,43
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,31,47
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,32,65
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,33,68
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,34,71
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,36,73
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,37,75
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,38,78
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,39,87
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,40,95
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,41,97
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,42,102
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,43,108
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,44,116
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,45,119
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,46,132
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,47,144
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,48,153
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,49,157
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,50,161
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,51,169
Aisén,Región de Aysén del General Carlos Ibáñez del Campo,52,176
Algarrobo,Región de Valparaíso,12,1
Algarrobo,Región de Valparaíso,13,9
Algarrobo,Región de Valparaíso,15,10
Algarrobo,Región de Valparaíso,17,11
Algarrobo,Región de Valparaíso,18,13
Algarrobo,Región de Valparaíso,19,20
Algarrobo,Región de Valparaíso,20,33
Algarrobo,Región de Valparaíso,21,43
Algarrobo,Región de Valparaíso,22,47
Algarrobo,Región de Valparaíso,23,66
Algarrobo,Región de Valparaíso,24,80
Algarrobo,Región de Valparaíso,25,86
Algarrobo,Región de Valparaíso,26,94
Algarrobo,Región de Valparaíso,27,95
Algarrobo,Región de Valparaíso,28,99
Algarrobo,Región de Valparaíso,29,103
Algarrobo,Región de Valparaíso,32,104
Algarrobo,Región de Valparaíso,33,106
Algarrobo,Región de Valparaíso,34,113
Algarrobo,Región de Valparaíso,35,126
Algarrobo,Región de Valparaíso,36,133
Algarrobo,Región de Valparaíso,37,137
Algarrobo,Región de Valparaíso,38,144
Algarrobo,Región de Valparaíso,39,146
Algarrobo,Región de Valparaíso,40,158
Algarrobo,Región de Valparaíso,41,162
Algarrobo,Región de Valparaíso,42,163
Algarrobo,Región de Valparaíso,43,177
Algarrobo,Región de Valparaíso,44,188
Algarrobo,Región de Valparaíso,45,191
Algarrobo,Región de Valparaíso,46,193
Algarrobo,Región de Valparaíso,47,197
Algarrobo,Región de Valparaíso,48,213
Algarrobo,Región de Valparaíso,49,220
Algarrobo,Región de Valparaíso,50,224
Algarrobo,Región de Valparaíso,51,229
Algarrobo,Región de Valparaíso,52,232
Alto Biobío,Región del Biobío,21,17
Alto Biobío,Región del Biobío,22,89
Alto Biobío,Región del Biobío,23,123
Alto Biobío,Región del Biobío,24,134
Alto Biobío,Región del Biobío,25,149
Alto Biobío,Región del Biobío,26,153
Alto Biobío,Región del Biobío,27,160
Alto Biobío,Región del Biobío,28,168
Alto Biobío,Región del Biobío,29,171
Alto Biobío,Región del Biobío,30,174
Alto Biobío,Región del Biobío,31,175
Alto Biobío,Región del Biobío,32,178
Alto Biobío,Región del Biobío,34,179
Alto Biobío,Región del Biobío,35,180
Alto Biobío,Región del Biobío,36,181
Alto Biobío,Región del Biobío,37,183
Alto Biobío,Región del Biobío,38,185
Alto Biobío,Región del Biobío,40,187
Alto Biobío,Región del Biobío,43,188
Alto Biobío,Región del Biobío,44,189
Alto Biobío,Región del Biobío,45,190
Alto Biobío,Región del Biobío,49,194
Alto Biobío,Región del Biobío,50,223
Alto Biobío,Región del Biobío,51,256
Alto Biobío,Región del Biobío,52,260
Alto del Carmen,Región de Atacama,23,4
Alto del Carmen,Región de Atacama,24,6
Alto del Carmen,Región de Atacama,25,7
Alto del Carmen,Región de Atacama,27,8
Alto del Carmen,Región de Atacama,28,11
Alto del Carmen,Región de Atacama,29,12
Alto del Carmen,Región de Atacama,32,17
Alto del Carmen,Región de Atacama,33,32
Alto del Carmen,Región de Atacama,34,36
Alto del Carmen,Región de Atacama,35,37
Alto del Carmen,Región de Atacama,37,39
Alto del Carmen,Región de Atacama,38,40
Alto del Carmen,Región de Atacama,39,43
Alto del Carmen,Región de Atacama,40,44
Alto del Carmen,Región de Atacama,48,46
Alto del Carmen,Región de Atacama,49,48
Alto Hospicio,Región de Tarapacá,13,3
Alto Hospicio,Región de Tarapacá,14,10
Alto Hospicio,Región de Tarapacá,15,17
Alto Hospicio,Región de Tarapacá,16,35
Alto Hospicio,Región de Tarapacá,17,61
Alto Hospicio,Región de Tarapacá,18,147
Alto Hospicio,Región de Tarapacá,19,258
Alto Hospicio,Región de Tarapacá,20,478
Alto Hospicio,Región de Tarapacá,21,772
Alto Hospicio,Región de Tarapacá,22,1123
Alto Hospicio,Región de Tarapacá,23,1428
Alto Hospicio,Región de Tarapacá,24,1653
Alto Hospicio,Región de Tarapacá,25,1836
Alto Hospicio,Región de Tarapacá,26,2015
Alto Hospicio,Región de Tarapacá,27,2136
Alto Hospicio,Región de Tarapacá,28,2250
Alto Hospicio,Región de Tarapacá,29,2365
Alto Hospicio,Región de Tarapacá,30,2499
Alto Hospicio,Región de Tarapacá,31,2647
Alto Hospicio,Región de Tarapacá,32,2799
Alto Hospicio,Región de Tarapacá,33,2974
Alto Hospicio,Región de Tarapacá,34,3099
Alto Hospicio,Región de Tarapacá,35,3208
Alto Hospicio,Región de Tarapacá,36,3299
Alto Hospicio,Región de Tarapacá,37,3384
Alto Hospicio,Región de Tarapacá,38,3441
Alto Hospicio,Región de Tarapacá,39,3508
Alto Hospicio,Región de Tarapacá,40,3576
Alto Hospicio,Región de Tarapacá,41,3633
Alto Hospicio,Región de Tarapacá,42,3697
Alto Hospicio,Región de Tarapacá,43,3775
Alto Hospicio,Región de Tarapacá,44,3834
Alto Hospicio,Región de Tarapacá,45,3910
Alto Hospicio,Región de Tarapacá,46,3979
Alto Hospicio,Región de Tarapacá,47,4023
Alto Hospicio,Región de Tarapacá,48,4087
Alto Hospicio,Región de Tarapacá,49,4170
Alto Hospicio,Región de Tarapacá,50,4281
Alto Hospicio,Región de Tarapacá,51,4453
Alto Hospicio,Región de Tarapacá,52,4591
Ancud,Región de Los Lagos,13,1
Ancud,Región de Los Lagos,15,4
Ancud,Región de Los Lagos,16,9
Ancud,Región de Los Lagos,17,10
Ancud,Región de Los Lagos,18,15
Ancud,Región de Los Lagos,19,51
Ancud,Región de Los Lagos,20,72
Ancud,Región de Los Lagos,21,86
Ancud,Región de Los Lagos,22,87
Ancud,Región de Los Lagos,23,90
Ancud,Región de Los Lagos,24,96
Ancud,Región de Los Lagos,25,97
Ancud,Región de Los Lagos,26,101
Ancud,Región de Los Lagos,27,102
Ancud,Región de Los Lagos,28,103
Ancud,Región de Los Lagos,29,108
Ancud,Región de Los Lagos,30,112
Ancud,Región de Los Lagos,31,113
Ancud,Región de Los Lagos,32,114
Ancud,Región de Los Lagos,35,115
Ancud,Región de Los Lagos,36,116
Ancud,Región de Los Lagos,37,117
Ancud,Región de Los Lagos,38,120
Ancud,Región de Los Lagos,39,125
Ancud,Región de Los Lagos,40,145
Ancud,Región de Los Lagos,41,161
Ancud,Región de Los Lagos,42,172
Ancud,Región de Los Lagos,43,192
Ancud,Región de Los Lagos,44,256
Ancud,Región de Los Lagos,45,342
Ancud,Región de Los Lagos,46,466
Ancud,Región de Los Lagos,47,539
Ancud,Región de Los Lagos,48,593
Ancud,Región de Los Lagos,49,641
Ancud,Región de Los Lagos,50,687
Ancud,Región de Los Lagos,51,734
Ancud,Región de Los Lagos,52,791
Andacollo,Región de Coquimbo,18,2
Andacollo,Región de Coquimbo,19,6
Andacollo,Región de Coquimbo,20,13
Andacollo,Región de Coquimbo,21,14
Andacollo,Región de Coquimbo,22,20
Andacollo,Región de Coquimbo,23,26
Andacollo,Región de Coquimbo,24,27
Andacollo,Región de Coquimbo,25,30
Andacollo,Región de Coquimbo,26,39
Andacollo,Región de Coquimbo,27,41
Andacollo,Región de Coquimbo,28,44
Andacollo,Región de Coquimbo,29,49
Andacollo,Región de Coquimbo,30,51
Andacollo,Región de Coquimbo,31,55
Andacollo,Región de Coquimbo,32,59
Andacollo,Región de Coquimbo,33,70
Andacollo,Región de Coquimbo,34,83
Andacollo,Región de Coquimbo,35,98
Andacollo,Región de Coquimbo,36,121
Andacollo,Región de Coquimbo,37,141
Andacollo,Región de Coquimbo,38,156
Andacollo,Región de Coquimbo,39,169
Andacollo,Región de Coquimbo,40,182
Andacollo,Región de Coquimbo,41,189
Andacollo,Región de Coquimbo,42,191
Andacollo,Región de Coquimbo,43,192
Andacollo,Región de Coquimbo,44,193
Andacollo,Región de Coquimbo,46,194
Andacollo,Región de Coquimbo,48,195
Andacollo,Región de Coquimbo,51,196
Angol,Región de la Araucanía,13,11
Angol,Región de la Araucanía,14,20
Angol,Región de la Araucanía,15,31
Angol,Región de la Araucanía,16,60
Angol,Región de la Araucanía,17,90
Angol,Región de la Araucanía,18,107
Angol,Región de la Araucanía,19,119
Angol,Región de la Araucanía,20,127
Angol,Región de la Araucanía,21,142
Angol,Región de la Araucanía,22,163
Angol,Región de la Araucanía,23,208
Angol,Región de la Araucanía,24,268
Angol,Región de la Araucanía,25,317
Angol,Región de la Araucanía,26,354
Angol,Región de la Araucanía,27,394
Angol,Región de la Araucanía,28,421
Angol,Región de la Araucanía,29,434
Angol,Región de la Araucanía,30,472
Angol,Región de la Araucanía,31,497
Angol,Región de la Araucanía,32,527
Angol,Región de la Araucanía,33,544
Angol,Región de la Araucanía,34,562
Angol,Región de la Araucanía,35,591
Angol,Región de la Araucanía,36,624
Angol,Región de la Araucanía,37,671
Angol,Región de la Araucanía,38,695
Angol,Región de la Araucanía,39,746
Angol,Región de la Araucanía,40,783
Angol,Región de la Araucanía,41,842
Angol,Región de la Araucanía,42,892
Angol,Región de la Araucanía,43,914
Angol,Región de la Araucanía,44,942
Angol,Región de la Araucanía,45,1034
Angol,Región de la Araucanía,46,1111
Angol,Región de la Araucanía,47,1145
Angol,Región de la Araucanía,48,1252
Angol,Región de la Araucanía,49,1362
Angol,Región de la Araucanía,50,1531
Angol,Región de la Araucanía,51,1669
Angol,Región de la Araucanía,52,1733
Antofagasta,Región de Antofagasta,12,12
Antofagasta,Región de Antofagasta,13,38
Antofagasta,Región de Antofagasta,14,63
Antofagasta,Región de Antofagasta,15,111
Antofagasta,Región de Antofagasta,16,195
Antofagasta,Región de Antofagasta,17,326
Antofagasta,Región de Antofagasta,18,522
Antofagasta,Región de Antofagasta,19,797
Antofagasta,Región de Antofagasta,20,1122
Antofagasta,Región de Antofagasta,21,1422
Antofagasta,Región de Antofagasta,22,1746
Antofagasta,Región de Antofagasta,23,2193
Antofagasta,Región de Antofagasta,24,2721
Antofagasta,Región de Antofagasta,25,3407
Antofagasta,Región de Antofagasta,26,4208
Antofagasta,Región de Antofagasta,27,5127
Antofagasta,Región de Antofagasta,28,6056
Antofagasta,Región de Antofagasta,29,6746
Antofagasta,Región de Antofagasta,30,7437
Antofagasta,Región de Antofagasta,31,8105
Antofagasta,Región de Antofagasta,32,8812
Antofagasta,Región de Antofagasta,33,9353
Antofagasta,Región de Antofagasta,34,9829
Antofagasta,Región de Antofagasta,35,10273
Antofagasta,Región de Antofagasta,36,10627
Antofagasta,Región de Antofagasta,37,10950
Antofagasta,Región de Antofagasta,38,11195
Antofagasta,Región de Antofagasta,39,11462
Antofagasta,Región de Antofagasta,40,11737
Antofagasta,Región de Antofagasta,41,12054
Antofagasta,Región de Antofagasta,42,12306
Antofagasta,Región de Antofagasta,43,12527
Antofagasta,Región de Antofagasta,44,12753
Antofagasta,Región de Antofagasta,45,12933
Antofagasta,Región de Antofagasta,46,13088
Antofagasta,Región de Antofagasta,47,13204
Antofagasta,Región de Antofagasta,48,13331
Antofagasta,Región de Antofagasta,49,13458
Antofagasta,Región de Antofagasta,50,13694
Antofagasta,Región de Antofagasta,51,13992
Antofagasta,Región de Antofagasta,52,14294
Antuco,Región del Biobío,19,2
Antuco,Región del Biobío,20,4
Antuco,Región del Biobío,22,17
Antuco,Región del Biobío,23,20
Antuco,Región del Biobío,24,24
Antuco,Región del Biobío,25,32
Antuco,Región del Biobío,26,39
Antuco,Región del Biobío,27,44
Antuco,Región del Biobío,28,50
Antuco,Región del Biobío,29,51
Antuco,Región del Biobío,30,60
Antuco,Región del Biobío,32,61
Antuco,Región del Biobío,33,62
Antuco,Región del Biobío,35,65
Antuco,Región del Biobío,36,72
Antuco,Región del Biobío,37,75
Antuco,Región del Biobío,39,76
Antuco,Región del Biobío,40,82
Antuco,Región del Biobío,42,84
Antuco,Región del Biobío,45,87
Antuco,Región del Biobío,46,88
Antuco,Región del Biobío,49,92
Antuco,Región del Biobío,50,93
Antuco,Región del Biobío,51,110
Antuco,Región del Biobío,52,112
Arauco,Región del Biobío,12,1
Arauco,Región del Biobío,13,5
Arauco,Región del Biobío,14,6
Arauco,Región del Biobío,19,16
Arauco,Región del Biobío,20,21
Arauco,Región del Biobío,21,36
Arauco,Región del Biobío,22,64
Arauco,Región del Biobío,23,78
Arauco,Región del Biobío,24,96
Arauco,Región del Biobío,25,139
Arauco,Región del Biobío,26,191
Arauco,Región del Biobío,27,223
Arauco,Región del Biobío,28,239
Arauco,Región del Biobío,29,261
Arauco,Región del Biobío,30,314
Arauco,Región del Biobío,31,361
Arauco,Región del Biobío,32,399
Arauco,Región del Biobío,33,438
Arauco,Región del Biobío,34,497
Arauco,Región del Biobío,35,531
Arauco,Región del Biobío,36,548
Arauco,Región del Biobío,37,586
Arauco,Región del Biobío,38,614
Arauco,Región del Biobío,39,646
Arauco,Región del Biobío,40,682
Arauco,Región del Biobío,41,725
Arauco,Región del Biobío,42,822
Arauco,Región del Biobío,43,887
Arauco,Región del Biobío,44,931
Arauco,Región del Biobío,45,999
Arauco,Región del Biobío,46,1049
Arauco,Región del Biobío,47,1085
Arauco,Región del Biobío,48,1151
Arauco,Región del Biobío,49,1246
Arauco,Región del Biobío,50,1340
Arauco,Región del Biobío,51,1414
Arauco,Región del Biobío,52,1467
Arica,Región de Arica y Parinacota,12,3
Arica,Región de Arica y Parinacota,13,14
Arica,Región de Arica y Parinacota,14,57
Arica,Región de Arica y Parinacota,15,140
Arica,Región de Arica y Parinacota,16,181
Arica,Región de Arica y Parinacota,17,281
Arica,Región de Arica y Parinacota,18,326
Arica,Región de Arica y Parinacota,19,371
Arica,Región de Arica y Parinacota,20,441
Arica,Región de Arica y Parinacota,21,561
Arica,Región de Arica y Parinacota,22,736
Arica,Región de Arica y Parinacota,23,988
Arica,Región de Arica y Parinacota,24,1236
Arica,Región de Arica y Parinacota,25,1526
Arica,Región de Arica y Parinacota,26,1822
Arica,Región de Arica y Parinacota,27,2232
Arica,Región de Arica y Parinacota,28,2780
Arica,Región de Arica y Parinacota,29,3466
Arica,Región de Arica y Parinacota,30,4181
Arica,Región de Arica y Parinacota,31,4944
Arica,Región de Arica y Parinacota,32,5576
Arica,Región de Arica y Parinacota,33,6107
Arica,Región de Arica y Parinacota,34,6567
Arica,Región de Arica y Parinacota,35,6990
Arica,Región de Arica y Parinacota,36,7356
Arica,Región de Arica y Parinacota,37,7680
Arica,Región de Arica y Parinacota,38,7982
Arica,Región de Arica y Parinacota,39,8453
Arica,Región de Arica y Parinacota,40,8903
Arica,Región de Arica y Parinacota,41,9243
Arica,Región de Arica y Parinacota,42,9561
Arica,Región de Arica y Parinacota,43,9862
Arica,Región de Arica y Parinacota,44,10069
Arica,Región de Arica y Parinacota,45,10299
Arica,Región de Arica y Parinacota,46,10457
Arica,Región de Arica y Parinacota,47,10578
Arica,Región de Arica y Parinacota,48,10679
Arica,Región de Arica y Parinacota,49,10776
Arica,Región de Arica y Parinacota,50,10920
Arica,Región de Arica y Parinacota,51,11064
Arica,Región de Arica y Parinacota,52,11191
Bulnes,Región del Ñuble,12,4
Bulnes,Región del Ñuble,13,20
Bulnes,Región del Ñuble,14,40
Bulnes,Región del Ñuble,15,50
Bulnes,Región del Ñuble,16,57
Bulnes,Región del Ñuble,17,61
Bulnes,Región del Ñuble,18,73
Bulnes,Región del Ñuble,19,82
Bulnes,Región del Ñuble,20,137
Bulnes,Región del Ñuble,21,165
Bulnes,Región del Ñuble,22,184
Bulnes,Región del Ñuble,23,199
Bulnes,Región del Ñuble,24,209
Bulnes,Región del Ñuble,25,221
Bulnes,Región del Ñuble,26,228
Bulnes,Región del Ñuble,27,249
Bulnes,Región del Ñuble,28,269
Bulnes,Región del Ñuble,29,289
Bulnes,Región del Ñuble,30,311
Bulnes,Región del Ñuble,31,352
Bulnes,Región del Ñuble,32,403
Bulnes,Región del Ñuble,33,424
Bulnes,Región del Ñuble,34,458
Bulnes,Región del Ñuble,35,492
Bulnes,Región del Ñuble,36,532
Bulnes,Región del Ñuble,37,556
Bulnes,Región del Ñuble,38,577
Bulnes,Región del Ñuble,39,595
Bulnes,Región del Ñuble,40,607
Bulnes,Región del Ñuble,41,627
Bulnes,Región del Ñuble,42,649
Bulnes,Región del Ñuble,43,671
Bulnes,Región del Ñuble,44,681
Bulnes,Región del Ñuble,45,688
Bulnes,Región del Ñuble,46,704
Bulnes,Región del Ñuble,47,705
Bulnes,Región del Ñuble,48,719
Bulnes,Región del Ñuble,49,730
Bulnes,Región del Ñuble,50,745
Bulnes,Región del Ñuble,51,763
Bulnes,Región del Ñuble,52,772
Cabildo,Región de Valparaíso,17,3
Cabildo,Región de Valparaíso,18,6
Cabildo,Región de Valparaíso,19,9
Cabildo,Región de Valparaíso,20,15
Cabildo,Región de Valparaíso,21,24
Cabildo,Región de Valparaíso,22,30
Cabildo,Región de Valparaíso,23,42
Cabildo,Región de Valparaíso,24,64
Cabildo,Región de Valparaíso,25,101
Cabildo,Región de Valparaíso,26,142
Cabildo,Región de Valparaíso,27,162
Cabildo,Región de Valparaíso,28,187
Cabildo,Región de Valparaíso,29,204
Cabildo,Región de Valparaíso,30,218
Cabildo,Región de Valparaíso,31,221
Cabildo,Región de Valparaíso,32,225
Cabildo,Región de Valparaíso,33,241
Cabildo,Región de Valparaíso,34,254
Cabildo,Región de Valparaíso,35,280
Cabildo,Región de Valparaíso,36,291
Cabildo,Región de Valparaíso,37,306
Cabildo,Región de Valparaíso,38,314
Cabildo,Región de Valparaíso,39,322
Cabildo,Región de Valparaíso,40,324
Cabildo,Región de Valparaíso,41,330
Cabildo,Región de Valparaíso,42,335
Cabildo,Región de Valparaíso,43,336
Cabildo,Región de Valparaíso,44,345
Cabildo,Región de Valparaíso,45,350
Cabildo,Región de Valparaíso,46,353
Cabildo,Región de Valparaíso,47,357
Cabildo,Región de Valparaíso,48,363
Cabildo,Región de Valparaíso,49,366
Cabildo,Región de Valparaíso,50,368
Cabildo,Región de Valparaíso,51,370
Cabildo,Región de Valparaíso,52,375
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,12,2
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,13,6
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,14,13
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,15,18
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,17,19
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,19,20
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,21,21
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,26,22
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,33,23
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,34,24
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,35,28
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,36,33
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,37,34
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,41,51
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,42,58
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,43,59
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,44,61
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,45,65
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,46,71
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,47,81
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,48,92
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,49,163
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,50,208
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,51,238
Cabo de Hornos,Región de Magallanes y la Antártica Chilena,52,246
Cabrero,Región del Biobío,14,1
Cabrero,Región del Biobío,15,7
Cabrero,Región del Biobío,16,9
Cabrero,Región del Biobío,17,15
Cabrero,Región del Biobío,18,16
Cabrero,Región del Biobío,19,23
Cabrero,Región del Biobío,20,24
Cabrero,Región del Biobío,21,26
Cabrero,Región del Biobío,22,29
Cabrero,Región del Biobío,23,34
Cabrero,Región del Biobío,24,51
Cabrero,Región del Biobío,25,94
Cabrero,Región del Biobío,26,111
Cabrero,Región del Biobío,27,118
Cabrero,Región del Biobío,28,130
Cabrero,Región del Biobío,29,141
Cabrero,Región del Biobío,30,145
Cabrero,Región del Biobío,31,156
Cabrero,Región del Biobío,32,164
Cabrero,Región del Biobío,33,170
Cabrero,Región del Biobío,34,189
Cabrero,Región del Biobío,35,203
Cabrero,Región del Biobío,36,234
Cabrero,Región del Biobío,37,245
Cabrero,Región del Biobío,38,252
Cabrero,Región del Biobío,39,259
Cabrero,Región del Biobío,40,288
Cabrero,Región del Biobío,41,343
Cabrero,Región del Biobío,42,379
Cabrero,Región del Biobío,43,423
Cabrero,Región del Biobío,44,476
Cabrero,Región del Biobío,45,518
Cabrero,Región del Biobío,46,536
Cabrero,Región del Biobío,47,545
Cabrero,Región del Biobío,48,578
Cabrero,Región del Biobío,49,622
Cabrero,Región del Biobío,50,667
Cabrero,Región del Biobío,51,706
Cabrero,Región del Biobío,52,734
Calama,Región de Antofagasta,11,2
Calama,Región de Antofagasta,13,4
Calama,Región de Antofagasta,14,8
Calama,Región de Antofagasta,15,21
Calama,Región de Antofagasta,16,29
Calama,Región de Antofagasta,17,64
Calama,Región de Antofagasta,18,110
Calama,Región de Antofagasta,19,179
Calama,Región de Antofagasta,20,321
Calama,Región de Antofagasta,21,608
Calama,Región de Antofagasta,22,1253
Calama,Región de Antofagasta,23,2134
Calama,Región de Antofagasta,24,3400
Calama,Región de Antofagasta,25,4648
Calama,Región de Antofagasta,26,5816
Calama,Región de Antofagasta,27,6655
Calama,Región de Antofagasta,28,7263
Calama,Región de Antofagasta,29,7694
Calama,Región de Antofagasta,30,8056
Calama,Región de Antofagasta,31,8276
Calama,Región de Antofagasta,32,8509
Calama,Región de Antofagasta,33,8679
Calama,Región de Antofagasta,34,8820
Calama,Región de Antofagasta,35,8973
Calama,Región de Antofagasta,36,9115
Calama,Región de Antofagasta,37,9207
Calama,Región de Antofagasta,38,9273
Calama,Región de Antofagasta,39,9392
Calama,Región de Antofagasta,40,9464
Calama,Región de Antofagasta,41,9515
Calama,Región de Antofagasta,42,9541
Calama,Región de Antofagasta,43,9586
Calama,Región de Antofagasta,44,9613
Calama,Región de Antofagasta,45,9639
Calama,Región de Antofagasta,46,9679
Calama,Región de Antofagasta,47,9719
Calama,Región de Antofagasta,48,9756
Calama,Región de Antofagasta,49,9781
Calama,Región de Antofagasta,50,9804
Calama,Región de Antofagasta,51,9838
Calama,Región de Antofagasta,52,9868
Calbuco,Región de Los Lagos,12,2
Calbuco,Región de Los Lagos,13,4
Calbuco,Región de Los Lagos,14,5
Calbuco,Región de Los Lagos,16,7
Calbuco,Región de Los Lagos,19,8
Calbuco,Región de Los Lagos,23,9
Calbuco,Región de Los Lagos,24,12
Calbuco,Región de Los Lagos,25,23
Calbuco,Región de Los Lagos,26,42
Calbuco,Región de Los Lagos,27,76
Calbuco,Región de Los Lagos,28,108
Calbuco,Región de Los Lagos,29,132
Calbuco,Región de Los Lagos,30,153
Calbuco,Región de Los Lagos,31,182
Calbuco,Región de Los Lagos,32,224
Calbuco,Región de Los Lagos,33,272
Calbuco,Región de Los Lagos,34,294
Calbuco,Región de Los Lagos,35,309
Calbuco,Región de Los Lagos,36,326
Calbuco,Región de Los Lagos,37,337
Calbuco,Región de Los Lagos,38,354
Calbuco,Región de Los Lagos,39,387
Calbuco,Región de Los Lagos,40,407
Calbuco,Región de Los Lagos,41,446
Calbuco,Región de Los Lagos,42,484
Calbuco,Región de Los Lagos,43,582
Calbuco,Región de Los Lagos,44,704
Calbuco,Región de Los Lagos,45,790
Calbuco,Región de Los Lagos,46,921
Calbuco,Región de Los Lagos,47,1033
Calbuco,Región de Los Lagos,48,1109
Calbuco,Región de Los Lagos,49,1173
Calbuco,Región de Los Lagos,50,1221
Calbuco,Región de Los Lagos,51,1284
Calbuco,Región de Los Lagos,52,1337
Caldera,Región de Atacama,18,1
Caldera,Región de Atacama,19,3
Caldera,Región de Atacama,20,5
Caldera,Región de Atacama,22,8
Caldera,Región de Atacama,23,11
Caldera,Región de Atacama,24,16
Caldera,Región de Atacama,25,25
Caldera,Región de Atacama,26,39
Caldera,Región de Atacama,27,45
Caldera,Región de Atacama,28,52
Caldera,Región de Atacama,29,72
Caldera,Región de Atacama,30,98
Caldera,Región de Atacama,31,116
Caldera,Región de Atacama,32,174
Caldera,Región de Atacama,33,211
Caldera,Región de Atacama,34,256
Caldera,Región de Atacama,35,280
Caldera,Región de Atacama,36,284
Caldera,Región de Atacama,37,294
Caldera,Región de Atacama,38,311
Caldera,Región de Atacama,39,316
Caldera,Región de Atacama,41,325
Caldera,Región de Atacama,42,328
Caldera,Región de Atacama,43,334
Caldera,Región de Atacama,44,341
Caldera,Región de Atacama,45,343
Caldera,Región de Atacama,47,348
Caldera,Región de Atacama,49,349
Caldera,Región de Atacama,50,360
Caldera,Región de Atacama,51,384
Caldera,Región de Atacama,52,409
Calera,Región de Valparaíso,13,5
Calera,Región de Valparaíso,14,8
Calera,Región de Valparaíso,15,9
Calera,Región de Valparaíso,16,17
Calera,Región de Valparaíso,17,22
Calera,Región de Valparaíso,19,28
Calera,Región de Valparaíso,20,40
Calera,Región de Valparaíso,21,54
Calera,Región de Valparaíso,22,75
Calera,Región de Valparaíso,23,110
Calera,Región de Valparaíso,24,155
Calera,Región de Valparaíso,25,230
Calera,Región de Valparaíso,26,316
Calera,Región de Valparaíso,27,393
Calera,Región de Valparaíso,28,496
Calera,Región de Valparaíso,29,573
Calera,Región de Valparaíso,30,676
Calera,Región de Valparaíso,31,752
Calera,Región de Valparaíso,32,853
Calera,Región de Valparaíso,33,947
Calera,Región de Valparaíso,34,989
Calera,Región de Valparaíso,35,1038
Calera,Región de Valparaíso,36,1101
Calera,Región de Valparaíso,37,1138
